Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,RiskScore,RiskCategory_Low,RiskCategory_Medium,Department,RiskCategory
55,0,1229,4,4,1,1501,4,30,3,2,3,4035,16143,0,16,3,2,80,0,4,2,3,3,2,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.0198906342646933,True,False,Research & Development,Low
33,0,1099,4,4,1,1502,1,82,2,1,2,3838,8192,8,11,3,4,80,0,8,5,3,5,4,0,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.2126480614204225,True,False,Research & Development,Low
47,0,571,14,3,1,1503,3,78,3,2,3,4591,24200,3,17,3,3,80,1,11,4,2,5,4,1,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.1445867761948195,True,False,Sales,Low
28,1,289,2,2,1,1504,3,38,2,1,1,2561,5355,7,11,3,3,80,0,8,2,2,0,0,0,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.854590326863594,False,False,Research & Development,High
28,0,1423,1,3,1,1506,1,72,2,1,3,1563,12530,1,14,3,4,80,1,1,2,1,1,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0753395139832375,True,False,Research & Development,Low
28,0,467,7,3,1,1507,3,55,3,2,1,4898,11827,0,14,3,4,80,0,5,5,3,4,2,1,3,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.1865792830758929,True,False,Sales,Low
49,0,271,3,2,1,1509,3,43,2,2,1,4789,23070,4,25,4,1,80,1,10,3,3,3,2,1,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0925075749051391,True,False,Research & Development,Low
29,0,410,2,1,1,1513,4,97,3,1,2,3180,4668,0,13,3,3,80,3,4,3,3,3,2,0,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0281080752049696,True,False,Research & Development,Low
28,0,1083,29,1,1,1514,3,96,1,2,2,6549,3173,1,14,3,2,80,2,8,2,2,8,6,1,7,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.0504162282032111,True,False,Research & Development,Low
33,0,516,8,5,1,1515,4,69,3,2,3,6388,22049,2,17,3,1,80,0,14,6,3,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,0.0979648578073951,True,False,Research & Development,Low
32,0,495,10,3,1,1516,3,64,3,3,4,11244,21072,2,25,4,2,80,0,10,5,4,5,2,0,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.0128701376748339,True,False,Research & Development,Low
54,0,1050,11,4,1,1520,2,87,3,4,4,16032,24456,3,20,4,1,80,1,26,2,3,14,9,1,12,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.000974600378629,True,False,Research & Development,Low
29,1,224,1,4,1,1522,1,100,2,1,1,2362,7568,6,13,3,3,80,0,11,2,1,9,7,0,7,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0.6476601511668647,False,True,Research & Development,Medium
44,0,136,28,3,1,1523,4,32,3,4,1,16328,22074,3,13,3,3,80,1,24,1,4,20,6,14,17,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.0128408437701521,True,False,Research & Development,Low
39,0,1089,6,3,1,1525,2,32,3,3,2,8376,9150,4,18,3,4,80,0,9,3,3,2,0,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0496541274687587,True,False,Research & Development,Low
46,0,228,3,3,1,1527,3,51,3,4,2,16606,11380,8,12,3,4,80,1,23,2,4,13,12,5,1,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0093799535597006,True,False,Sales,Low
35,0,1029,16,3,1,1529,4,91,2,3,2,8606,21195,1,19,3,4,80,0,11,3,1,11,8,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0323322987019628,True,False,Research & Development,Low
23,0,507,20,1,1,1533,1,97,3,2,3,2272,24812,0,14,3,2,80,0,5,2,3,4,3,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.4229360726923236,False,True,Research & Development,Medium
40,1,676,9,4,1,1534,4,86,3,1,1,2018,21831,3,14,3,2,80,0,15,3,1,5,4,1,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.3574644783420916,False,True,Research & Development,Medium
34,0,971,1,3,1,1535,4,64,2,3,3,7083,12288,1,14,3,4,80,0,10,3,3,10,9,8,6,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,0.2804243430118955,True,False,Sales,Low
31,1,561,3,3,1,1537,4,33,3,1,3,4084,4156,1,12,3,1,80,0,7,2,1,7,2,7,7,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.2114851812472182,True,False,Research & Development,Low
50,0,333,22,5,1,1539,3,88,1,4,4,14411,24450,1,13,3,4,80,0,32,2,3,32,6,13,9,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,0.7476451330546723,False,False,Research & Development,High
34,0,1440,7,2,1,1541,2,55,3,1,3,2308,4944,0,25,4,2,80,1,12,4,3,11,10,5,7,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,0.3019081668074278,False,True,Sales,Medium
42,0,1210,2,3,1,1542,3,68,2,1,2,4841,24052,4,14,3,2,80,1,4,3,3,1,0,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.190466442754681,True,False,Research & Development,Low
37,0,674,13,3,1,1543,1,47,3,2,4,4285,3031,1,17,3,1,80,0,10,2,3,10,8,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0160372564459593,True,False,Research & Development,Low
29,0,441,8,1,1,1544,3,39,1,2,1,9715,7288,3,13,3,3,80,1,9,3,3,7,7,0,7,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0089316972476181,True,False,Research & Development,Low
33,0,575,25,3,1,1545,4,44,2,2,2,4320,24152,1,13,3,4,80,0,5,2,3,5,3,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.1014047006000282,True,False,Research & Development,Low
45,0,950,28,3,1,1546,4,97,3,1,4,2132,4585,4,20,4,4,80,1,8,3,3,5,4,0,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,0.0218248399003522,True,False,Research & Development,Low
42,0,288,2,3,1,1547,4,40,3,3,4,10124,18611,2,14,3,3,80,1,24,3,1,20,8,13,9,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.1819788208343977,True,False,Research & Development,Low
40,0,1342,9,2,1,1548,1,47,3,2,1,5473,19345,0,12,3,4,80,0,9,5,4,8,4,7,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.1027146250058708,True,False,Sales,Low
33,0,589,28,4,1,1549,2,79,3,2,3,5207,22949,1,12,3,2,80,1,15,3,3,15,14,5,7,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.3425203152190294,False,True,Research & Development,Medium
40,0,898,6,2,1,1550,3,38,3,4,4,16437,17381,1,21,4,4,80,0,21,2,3,21,7,7,7,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,0.1155313042917609,True,False,Other,Low
24,0,350,21,2,1,1551,3,57,2,1,1,2296,10036,0,14,3,2,80,3,2,3,3,1,1,0,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,0.3542439213647977,False,True,Research & Development,Medium
40,0,1142,8,2,1,1552,4,72,3,2,4,4069,8841,3,18,3,3,80,0,8,2,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0065181401146423,True,False,Research & Development,Low
45,0,538,1,4,1,1553,1,66,3,3,2,7441,20933,1,12,3,1,80,3,10,4,3,10,8,7,7,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.014330377620043,True,False,Research & Development,Low
35,0,1402,28,4,1,1554,2,98,2,1,3,2430,26204,0,23,4,1,80,2,6,5,3,5,3,4,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.2032581256437682,True,False,Sales,Low
32,0,824,5,2,1,1555,4,67,2,2,2,5878,15624,3,12,3,1,80,1,12,2,3,7,1,2,5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0350874259162641,True,False,Research & Development,Low
36,0,1157,2,4,1,1556,3,70,3,1,4,2644,17001,3,21,4,4,80,0,7,3,2,3,2,1,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,0.5892968611543187,False,True,Sales,Medium
48,0,492,16,4,1,1557,3,96,3,2,3,6439,13693,8,14,3,3,80,1,18,2,3,8,7,7,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0269373244871144,True,False,Sales,Low
29,0,598,9,3,1,1558,3,91,4,1,3,2451,22376,6,18,3,1,80,2,5,2,2,1,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0826335725291396,True,False,Research & Development,Low
33,0,1242,8,4,1,1560,1,46,3,2,1,6392,10589,2,13,3,4,80,1,8,6,1,2,2,2,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.1165839996931125,True,False,Sales,Low
30,1,740,1,3,1,1562,2,64,2,2,1,9714,5323,1,11,3,4,80,1,10,4,3,10,8,6,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.0534971832680915,True,False,Sales,Low
38,0,888,10,4,1,1563,3,71,3,2,3,6077,14814,3,11,3,3,80,0,10,2,3,6,3,1,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.2461765716036797,True,False,Other,Low
35,0,992,1,3,1,1564,4,68,2,1,1,2450,21731,1,19,3,2,80,0,3,3,3,3,0,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.3260634195650982,False,True,Research & Development,Medium
30,0,1288,29,4,1,1568,3,33,3,3,2,9250,17799,3,12,3,2,80,1,9,3,3,4,2,1,3,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,0.2807135396266851,True,False,Sales,Low
35,1,104,2,3,1,1569,1,69,3,1,1,2074,26619,1,12,3,4,80,1,1,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.5770159514968933,False,True,Research & Development,Medium
53,1,607,2,5,1,1572,3,78,2,3,4,10169,14618,0,16,3,2,80,1,34,4,3,33,7,1,9,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.0084789695464906,True,False,Research & Development,Low
38,1,903,2,3,1,1573,3,81,3,2,2,4855,7653,4,11,3,1,80,2,7,2,3,5,2,1,4,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.0213935518514079,True,False,Research & Development,Low
32,0,1200,1,4,1,1574,4,62,3,2,1,4087,25174,4,14,3,2,80,1,9,3,2,6,5,1,2,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,0.0406581828009095,True,False,Research & Development,Low
48,0,1108,15,4,1,1576,3,65,3,1,1,2367,16530,8,12,3,4,80,1,10,3,2,8,2,7,6,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.1846101555512452,True,False,Research & Development,Low
34,0,479,7,4,1,1577,1,35,3,1,4,2972,22061,1,13,3,3,80,0,1,4,1,1,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.2023143936172871,True,False,Research & Development,Low
55,0,685,26,5,1,1578,3,60,2,5,4,19586,23037,1,21,4,3,80,1,36,3,3,36,6,2,13,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.0222597017607168,True,False,Sales,Low
34,0,1351,1,4,1,1580,2,45,3,2,4,5484,13008,9,17,3,2,80,1,9,3,2,2,2,2,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0724878929728375,True,False,Research & Development,Low
26,0,474,3,3,1,1581,1,89,3,1,4,2061,11133,1,21,4,1,80,0,1,5,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0248689286736644,True,False,Research & Development,Low
38,0,1245,14,3,1,1582,3,80,3,2,2,9924,12355,0,11,3,4,80,1,10,3,3,9,8,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.0218148623443759,True,False,Sales,Low
38,0,437,16,3,1,1583,2,90,3,2,2,4198,16379,2,12,3,2,80,0,8,5,4,3,2,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0880143988456684,True,False,Sales,Low
36,0,884,1,4,1,1585,2,73,3,2,3,6815,21447,6,13,3,1,80,0,15,5,3,1,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.1130469025406939,True,False,Sales,Low
29,0,1370,3,1,1,1586,2,87,3,1,1,4723,16213,1,18,3,4,80,0,10,3,3,10,9,1,5,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,0.4521803433169026,False,True,Research & Development,Medium
35,0,670,10,4,1,1587,1,51,3,2,3,6142,4223,3,16,3,3,80,0,10,4,3,5,2,0,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.1474393756104,True,False,Research & Development,Low
39,0,1462,6,3,1,1588,4,38,4,3,3,8237,4658,2,11,3,1,80,1,11,3,3,7,6,7,6,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.0090104680214855,True,False,Sales,Low
29,0,995,2,1,1,1590,1,87,3,2,4,8853,24483,1,19,3,4,80,1,6,0,4,6,4,1,3,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0091017636711912,True,False,Research & Development,Low
50,0,264,9,3,1,1591,3,59,3,5,3,19331,19519,4,16,3,3,80,1,27,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.0874565222460833,True,False,Sales,Low
23,0,977,10,3,1,1592,4,45,4,1,3,2073,12826,2,16,3,4,80,1,4,2,3,2,2,2,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,0.030881105077632,True,False,Research & Development,Low
36,0,1302,6,4,1,1594,1,80,4,2,1,5562,19711,3,13,3,4,80,1,9,3,3,3,2,0,2,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.6773891570218171,False,True,Research & Development,Medium
42,0,1059,9,2,1,1595,4,93,2,5,4,19613,26362,8,22,4,4,80,0,24,2,3,1,0,0,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0.0228394255581056,True,False,Research & Development,Low
35,0,750,28,3,1,1596,2,46,4,2,3,3407,25348,1,17,3,4,80,2,10,3,2,10,9,6,8,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.0421164862730119,True,False,Research & Development,Low
34,0,653,10,4,1,1597,4,92,2,2,3,5063,15332,1,14,3,2,80,1,8,3,2,8,2,7,7,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0.1541284243467731,True,False,Research & Development,Low
40,0,118,14,2,1,1598,4,84,3,2,1,4639,11262,1,15,3,3,80,1,5,2,3,5,4,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0280424997427493,True,False,Sales,Low
43,0,990,27,3,1,1599,4,87,4,1,2,4876,5855,5,12,3,3,80,1,8,0,3,6,4,0,2,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,0.1904599504640398,True,False,Research & Development,Low
35,0,1349,7,2,1,1601,3,63,2,1,4,2690,7713,1,18,3,4,80,1,1,5,2,1,0,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.0385807935138147,True,False,Research & Development,Low
46,0,563,1,4,1,1602,4,56,4,4,1,17567,3156,1,15,3,2,80,0,27,5,1,26,0,0,12,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.0424177360856602,True,False,Sales,Low
28,1,329,24,3,1,1604,3,51,3,1,2,2408,7324,1,17,3,3,80,3,1,3,3,1,1,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.546740413320674,False,True,Research & Development,Medium
22,0,457,26,2,1,1605,2,85,2,1,3,2814,10293,1,14,3,2,80,0,4,2,2,4,2,1,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,0.3812485870858916,False,True,Research & Development,Medium
50,0,1234,20,5,1,1606,2,41,3,4,3,11245,20689,2,15,3,3,80,1,32,3,3,30,8,12,13,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.3213146906985072,False,True,Research & Development,Medium
32,0,634,5,4,1,1607,2,35,4,1,4,3312,18783,3,17,3,4,80,2,6,3,3,3,2,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.005596098827678,True,False,Research & Development,Low
44,0,1313,7,3,1,1608,2,31,3,5,4,19049,3549,0,14,3,4,80,1,23,4,2,22,7,1,10,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.0014763543043653,True,False,Research & Development,Low
30,0,241,7,3,1,1609,2,48,2,1,2,2141,5348,1,12,3,2,80,1,6,3,2,6,4,1,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0984086876246019,True,False,Research & Development,Low
45,0,1015,5,5,1,1611,3,50,1,2,1,5769,23447,1,14,3,1,80,0,10,3,3,10,7,1,4,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,0.7233627042604585,False,False,Research & Development,High
45,0,336,26,3,1,1612,1,52,2,2,1,4385,24162,1,15,3,1,80,1,10,2,3,10,7,4,5,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.1753013086580367,True,False,Sales,Low
31,0,715,2,4,1,1613,4,54,3,2,1,5332,21602,7,13,3,4,80,0,10,3,3,5,2,0,3,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,0.3719704956051196,False,True,Sales,Medium
36,0,559,12,4,1,1614,3,76,3,2,3,4663,12421,9,12,3,2,80,2,7,2,3,3,2,1,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.2963291762612067,True,False,Research & Development,Low
34,0,426,10,4,1,1615,3,42,4,2,4,4724,17000,1,13,3,1,80,1,9,3,3,9,7,7,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0186235393391866,True,False,Research & Development,Low
49,0,722,25,4,1,1617,3,84,3,1,1,3211,22102,1,14,3,4,80,1,10,3,2,9,6,1,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0698686272962427,True,False,Research & Development,Low
39,0,1387,10,5,1,1618,2,76,3,2,1,5377,3835,2,13,3,4,80,3,10,3,3,7,7,7,7,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.0126678431457372,True,False,Research & Development,Low
27,0,1302,19,3,1,1619,4,67,2,1,1,4066,16290,1,11,3,1,80,2,7,3,3,7,7,0,7,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0403389034271876,True,False,Research & Development,Low
35,0,819,18,5,1,1621,2,48,4,2,1,5208,26312,1,11,3,4,80,0,16,2,3,16,15,1,10,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0056296538464893,True,False,Research & Development,Low
28,0,580,27,3,1,1622,2,39,1,2,1,4877,20460,0,21,4,2,80,1,6,5,2,5,3,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0889405605183398,True,False,Research & Development,Low
21,0,546,5,1,1,1623,3,97,3,1,4,3117,26009,1,18,3,3,80,0,3,2,3,2,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.0617274883364998,True,False,Research & Development,Low
18,1,544,3,2,1,1624,2,70,3,1,4,1569,18420,1,12,3,3,80,0,0,2,4,0,0,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,0.8358893244457515,False,False,Sales,High
47,0,1176,26,4,1,1625,4,98,3,5,3,19658,5220,3,11,3,3,80,1,27,2,3,5,2,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0036166686802892,True,False,Other,Low
39,0,170,3,2,1,1627,3,76,2,2,3,3069,10302,0,15,3,4,80,1,11,3,3,10,8,0,7,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0053975484612725,True,False,Research & Development,Low
40,0,884,15,3,1,1628,1,80,2,3,3,10435,25800,1,13,3,4,80,2,18,2,3,18,15,14,12,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0141555437980728,True,False,Research & Development,Low
35,0,208,8,4,1,1630,3,52,3,2,3,4148,12250,1,12,3,4,80,1,15,5,3,14,11,2,9,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0001742849531552,True,False,Research & Development,Low
37,0,671,19,3,1,1631,3,85,3,2,3,5768,26493,3,17,3,1,80,3,9,2,2,4,3,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.0270412279834033,True,False,Research & Development,Low
39,0,711,4,3,1,1633,1,81,3,2,3,5042,3140,0,13,3,4,80,0,10,2,1,9,2,3,8,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0983107031154754,True,False,Research & Development,Low
45,0,1329,2,2,1,1635,4,59,2,2,4,5770,5388,1,19,3,1,80,2,10,3,3,10,7,3,9,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.00054343260306,True,False,Research & Development,Low
38,0,397,2,2,1,1638,4,54,2,3,3,7756,14199,3,19,3,4,80,1,10,6,4,5,4,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.0127510360630249,True,False,Research & Development,Low
35,1,737,10,3,1,1639,4,55,2,3,1,10306,21530,9,17,3,3,80,0,15,3,3,13,12,6,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.2804364611127158,True,False,Sales,Low
37,0,1470,10,3,1,1640,2,71,3,1,2,3936,9953,1,11,3,1,80,1,8,2,1,8,4,7,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0834673269109203,True,False,Research & Development,Low
40,0,448,16,3,1,1641,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,2,4,2,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.299391914725223,True,False,Research & Development,Low
44,0,602,1,5,1,1642,1,37,3,2,4,5743,10503,4,11,3,3,80,0,14,3,3,10,7,0,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,0.5596187635798002,False,True,Other,Medium
48,0,365,4,5,1,1644,3,89,2,4,4,15202,5602,2,25,4,2,80,1,23,3,3,2,2,2,2,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.005762528413287,True,False,Research & Development,Low
35,1,763,15,2,1,1645,1,59,1,2,4,5440,22098,6,14,3,4,80,2,7,2,2,2,2,2,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.6900185691515016,False,True,Sales,Medium
24,0,567,2,1,1,1646,1,32,3,1,4,3760,17218,1,13,3,3,80,0,6,2,3,6,3,1,3,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,0.7397842135774793,False,False,Research & Development,High
27,0,486,8,3,1,1647,2,86,4,1,3,3517,22490,7,17,3,1,80,0,5,0,3,3,2,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0993487001462697,True,False,Research & Development,Low
27,0,591,2,3,1,1648,4,87,3,1,4,2580,6297,2,13,3,3,80,0,6,0,2,4,2,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.1318506087970403,True,False,Research & Development,Low
40,1,1329,7,3,1,1649,1,73,3,1,1,2166,3339,3,14,3,2,80,0,10,3,1,4,2,0,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,0.8882888992386359,False,False,Research & Development,High
29,0,469,10,3,1,1650,3,42,2,2,3,5869,23413,9,11,3,3,80,0,8,2,3,5,2,1,4,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.4962984197380496,False,True,Sales,Medium
36,0,711,5,4,1,1651,2,42,3,3,1,8008,22792,4,12,3,3,80,2,9,6,3,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0076120188544016,True,False,Research & Development,Low
25,0,772,2,1,1,1653,4,77,4,2,3,5206,4973,1,17,3,3,80,2,7,6,3,7,7,0,7,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0006270574895304,True,False,Research & Development,Low
39,0,492,12,3,1,1654,4,66,3,2,2,5295,7693,4,21,4,3,80,0,7,3,3,5,4,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.0208555467240241,True,False,Research & Development,Low
